x_id,organization_entity,feature_category,cost_element_long_name,amount,date
1591,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,2100,2023-12-31
1592,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
1593,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,10200,2023-12-31
1594,1 - Toronto Police Service,6-Services,Wireless services,1000,2023-12-31
1595,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,378600,2023-12-31
1596,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,28100,2023-12-31
1597,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,315800,2023-12-31
1598,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,9709300,2023-12-31
1599,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,5100,2023-12-31
1600,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,2300,2023-12-31
1601,1 - Toronto Police Service,6-Services,Contracted Services - general,600000,2023-12-31
1602,1 - Toronto Police Service,6-Services,Courses / seminars,5400,2023-12-31
1603,1 - Toronto Police Service,6-Services,Membership fees,400,2023-12-31
1604,1 - Toronto Police Service,6-Services,Public relations / promotions,200,2023-12-31
1605,1 - Toronto Police Service,6-Services,Wireless services,300,2023-12-31
1606,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,3300,2023-12-31
1607,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian B,22000,2023-12-31
1608,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,5441400,2023-12-31
1609,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian B,2540100,2023-12-31
1610,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,2148300,2023-12-31
1611,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,2036800,2023-12-31
1612,1 - Toronto Police Service,6-Services,Wireless services,900,2023-12-31
1613,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,3000,2023-12-31
1614,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,683500,2023-12-31
1615,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,6500,2023-12-31
1616,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian B,200,2023-12-31
1617,1 - Toronto Police Service,1-Salaries,Stand-By Pay - Civilian A,133200,2023-12-31
1618,1 - Toronto Police Service,1-Salaries,Stand-By Pay - Civilian B,50000,2023-12-31
1619,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Civilian A,2500,2023-12-31
1620,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,32400,2023-12-31
1621,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,142100,2023-12-31
1622,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,22700,2023-12-31
1623,1 - Toronto Police Service,3-Benefits,CPP - Civilian,311600,2023-12-31
1624,1 - Toronto Police Service,6-Services,Conferences / seminars,22700,2023-12-31
1625,1 - Toronto Police Service,3-Benefits,EI - Civilian,106600,2023-12-31
1626,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,949500,2023-12-31
1627,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,2500,2023-12-31
1628,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,1400,2023-12-31
1629,1 - Toronto Police Service,4-Materials & Supplies,Parts - communication,571500,2023-12-31
1630,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,69300,2023-12-31
1631,1 - Toronto Police Service,5-Equipment,General equipment,445000,2023-12-31
1632,1 - Toronto Police Service,6-Services,Business travel - mileage,200,2023-12-31
1633,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,83900,2023-12-31
1634,1 - Toronto Police Service,3-Benefits,CPP - Uniform,34200,2023-12-31
1635,1 - Toronto Police Service,6-Services,Business travel - other expenses,1500,2023-12-31
1636,1 - Toronto Police Service,6-Services,Conferences / seminars,2300,2023-12-31
1637,1 - Toronto Police Service,6-Services,Contracted services - electrical,65000,2023-12-31
1638,1 - Toronto Police Service,6-Services,Contracted services - heating & A/C,47500,2023-12-31
1639,1 - Toronto Police Service,6-Services,Contracted Services - Voice Communication System,670000,2023-12-31
1640,1 - Toronto Police Service,6-Services,Courier services,500,2023-12-31
1641,1 - Toronto Police Service,6-Services,Courses / seminars,107200,2023-12-31
1642,1 - Toronto Police Service,6-Services,Hydro,121300,2023-12-31
1643,1 - Toronto Police Service,6-Services,IDC - Other services,93700,2023-12-31
1644,1 - Toronto Police Service,6-Services,Licenses - radio,411700,2023-12-31
1645,1 - Toronto Police Service,6-Services,Maintenance - computer,16050100,2023-12-31
1646,1 - Toronto Police Service,6-Services,Membership fees,4800,2023-12-31
1647,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
1648,1 - Toronto Police Service,6-Services,Rental - non-office property,484500,2023-12-31
1649,1 - Toronto Police Service,6-Services,Rental - vehicles,19300,2023-12-31
1650,1 - Toronto Police Service,6-Services,Repairs - technical equipment,254900,2023-12-31
1651,1 - Toronto Police Service,6-Services,Service contracts,25000,2023-12-31
1652,1 - Toronto Police Service,6-Services,Services & rents - general,20000,2023-12-31
1653,1 - Toronto Police Service,6-Services,Telephone,208300,2023-12-31
1654,1 - Toronto Police Service,6-Services,Tool reimbursement,5100,2023-12-31
1655,1 - Toronto Police Service,6-Services,"Transfer, haulage and storage",8500,2023-12-31
1656,1 - Toronto Police Service,6-Services,Wireless services,16000,2023-12-31
1657,1 - Toronto Police Service,7-Revenues,IDR - Toronto Fire,-786200,2023-12-31
1658,1 - Toronto Police Service,3-Benefits,EI - Civilian,171200,2023-12-31
1659,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,356700,2023-12-31
1660,1 - Toronto Police Service,6-Services,Business travel - other expenses,1000,2023-12-31
1661,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,163000,2023-12-31
1662,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,5800,2023-12-31
1663,1 - Toronto Police Service,3-Benefits,EI - Uniform,11700,2023-12-31
1664,1 - Toronto Police Service,6-Services,Business travel - public transit,100,2023-12-31
1665,1 - Toronto Police Service,3-Benefits,CPP - Civilian,243200,2023-12-31
1666,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,2000,2023-12-31
1667,1 - Toronto Police Service,6-Services,Conferences / seminars,1500,2023-12-31
1668,1 - Toronto Police Service,1-Salaries,Stand-By Pay - Civilian A,20500,2023-12-31
1669,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,7500,2023-12-31
1670,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,1018200,2023-12-31
1671,1 - Toronto Police Service,3-Benefits,CPP - Civilian,72300,2023-12-31
1672,1 - Toronto Police Service,6-Services,Courses / seminars,9900,2023-12-31
1673,1 - Toronto Police Service,1-Salaries,Regular salaries - Chief/Command,266300,2023-12-31
1674,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,130100,2023-12-31
1675,1 - Toronto Police Service,3-Benefits,EI - Civilian,24600,2023-12-31
1676,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,1500,2023-12-31
1677,1 - Toronto Police Service,6-Services,Contracted Services - general,19500,2023-12-31
1678,1 - Toronto Police Service,6-Services,Membership fees,3000,2023-12-31
1679,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,31700,2023-12-31
1680,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,275800,2023-12-31
1681,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
1682,1 - Toronto Police Service,3-Benefits,EI - Civilian,83200,2023-12-31
1683,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,268600,2023-12-31
1684,1 - Toronto Police Service,6-Services,Courier services,500,2023-12-31
1685,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,200,2023-12-31
1686,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,452400,2023-12-31
1687,1 - Toronto Police Service,6-Services,Public relations / promotions,300,2023-12-31
1688,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,148100,2023-12-31
1689,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,200,2023-12-31
1690,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,22600,2023-12-31
1691,1 - Toronto Police Service,6-Services,Courses / seminars,85600,2023-12-31
1692,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,400,2023-12-31
1693,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,600,2023-12-31
1694,1 - Toronto Police Service,6-Services,Services & rents - general,300,2023-12-31
1695,1 - Toronto Police Service,3-Benefits,CPP - Civilian,11400,2023-12-31
1696,1 - Toronto Police Service,3-Benefits,CPP - Civilian,76000,2023-12-31
1697,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,100,2023-12-31
1698,1 - Toronto Police Service,6-Services,Internet,1500,2023-12-31
1699,1 - Toronto Police Service,6-Services,Wireless services,600,2023-12-31
1700,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,23500,2023-12-31
1701,1 - Toronto Police Service,6-Services,Laundry services,3000,2023-12-31
1702,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,11000,2023-12-31
1703,1 - Toronto Police Service,3-Benefits,EI - Civilian,26000,2023-12-31
1704,1 - Toronto Police Service,5-Equipment,Computers - hardware,7100,2023-12-31
1705,1 - Toronto Police Service,3-Benefits,CPP - Uniform,3800,2023-12-31
1706,1 - Toronto Police Service,6-Services,Bank service charges,63000,2023-12-31
1707,1 - Toronto Police Service,6-Services,Business travel - other expenses,200,2023-12-31
1708,1 - Toronto Police Service,3-Benefits,EI - Civilian,3900,2023-12-31
1709,1 - Toronto Police Service,5-Equipment,Computers - software,88900,2023-12-31
1710,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,260800,2023-12-31
1711,1 - Toronto Police Service,6-Services,Business travel - other expenses,100,2023-12-31
1712,1 - Toronto Police Service,6-Services,Business travel - public transit,100,2023-12-31
1713,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,4600,2023-12-31
1714,1 - Toronto Police Service,6-Services,Membership fees,1900,2023-12-31
1715,1 - Toronto Police Service,3-Benefits,EI - Uniform,1300,2023-12-31
1716,1 - Toronto Police Service,6-Services,Business travel - other expenses,300,2023-12-31
1717,1 - Toronto Police Service,5-Equipment,Computers - software,2000,2023-12-31
1718,1 - Toronto Police Service,6-Services,Business travel - public transit,200,2023-12-31
1719,1 - Toronto Police Service,6-Services,Conferences / seminars,3400,2023-12-31
1720,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,3980000,2023-12-31
1721,1 - Toronto Police Service,6-Services,Courses / seminars,14600,2023-12-31
1722,1 - Toronto Police Service,6-Services,Courier services,200,2023-12-31
1723,1 - Toronto Police Service,6-Services,Conferences / seminars,2000,2023-12-31
1724,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,64500,2023-12-31
1725,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
1726,1 - Toronto Police Service,6-Services,Maintenance - computer,313600,2023-12-31
1727,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
1728,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,144600,2023-12-31
1729,1 - Toronto Police Service,6-Services,Courses / seminars,3000,2023-12-31
1730,1 - Toronto Police Service,6-Services,Conferences / seminars,3400,2023-12-31
1731,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,19000,2023-12-31
1732,1 - Toronto Police Service,6-Services,Membership fees,700,2023-12-31
1733,1 - Toronto Police Service,6-Services,Courses / seminars,4800,2023-12-31
1734,1 - Toronto Police Service,6-Services,Courses / seminars,1000,2023-12-31
1735,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,126600,2023-12-31
1736,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,500,2023-12-31
1737,1 - Toronto Police Service,6-Services,Services & rents - general,1200,2023-12-31
1738,1 - Toronto Police Service,6-Services,Maintenance - computer,1429700,2023-12-31
1739,1 - Toronto Police Service,6-Services,Internet,1500,2023-12-31
1740,1 - Toronto Police Service,6-Services,Wireless services,1600,2023-12-31
1741,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,100,2023-12-31
1742,1 - Toronto Police Service,6-Services,Service contracts,3800,2023-12-31
1743,1 - Toronto Police Service,6-Services,Membership fees,300,2023-12-31
1744,1 - Toronto Police Service,6-Services,Services & rents - general,300,2023-12-31
1745,1 - Toronto Police Service,6-Services,Business travel - other expenses,2700,2023-12-31
1746,1 - Toronto Police Service,6-Services,Public relations / promotions,4000,2023-12-31
1747,1 - Toronto Police Service,6-Services,Wireless services,300,2023-12-31
1748,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,100,2023-12-31
1749,1 - Toronto Police Service,6-Services,Conferences / seminars,12000,2023-12-31
1750,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,4100,2023-12-31
1751,1 - Toronto Police Service,6-Services,Translations / interpreters,200,2023-12-31
1752,1 - Toronto Police Service,6-Services,Service contracts,9300,2023-12-31
1753,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,8200,2023-12-31
1754,1 - Toronto Police Service,6-Services,Wireless services,300,2023-12-31
1755,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,2800,2023-12-31
1756,1 - Toronto Police Service,6-Services,Membership fees,200,2023-12-31
1757,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,2499900,2023-12-31
1758,1 - Toronto Police Service,6-Services,Wireless services,300,2023-12-31
1759,1 - Toronto Police Service,6-Services,Services & rents - general,8600,2023-12-31
1760,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,3342200,2023-12-31
1761,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,17800,2023-12-31
1762,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,144600,2023-12-31
1763,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,200,2023-12-31
1764,1 - Toronto Police Service,6-Services,Wireless services,4300,2023-12-31
1765,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,4510300,2023-12-31
1766,1 - Toronto Police Service,7-Revenues,Clearance letter fees,-950000,2023-12-31
1767,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian B,281600,2023-12-31
1768,1 - Toronto Police Service,6-Services,Parking expenses,300,2023-12-31
1769,1 - Toronto Police Service,7-Revenues,Criminal record checks,-5121900,2023-12-31
1770,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian B,229500,2023-12-31
1771,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,1500,2023-12-31
1772,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,3100,2023-12-31
1773,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,187900,2023-12-31
1774,1 - Toronto Police Service,1-Salaries,Stand-By Pay - Civilian A,58000,2023-12-31
1775,1 - Toronto Police Service,6-Services,Public relations / promotions,400,2023-12-31
1776,1 - Toronto Police Service,7-Revenues,FOI request fees,-36300,2023-12-31
1777,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,187900,2023-12-31
1778,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,1800,2023-12-31
1779,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,1699600,2023-12-31
1780,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,5500,2023-12-31
1781,1 - Toronto Police Service,1-Salaries,Stand-By Pay - Civilian A,19000,2023-12-31
1782,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,1600,2023-12-31
1783,1 - Toronto Police Service,7-Revenues,Lost / stolen passport fees,-15000,2023-12-31
1784,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,16400,2023-12-31
1785,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,500,2023-12-31
1786,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,1260700,2023-12-31
1787,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
